x,y
-5.0,29.345933290519838
-4.795918367346939,23.928555601940868
-4.591836734693878,22.118714622087776
-4.387755102040816,22.85720314161103
-4.183673469387755,15.447451639540175
-3.979591836734694,16.120775087092593
-3.7755102040816326,11.363492360668783
-3.571428571428571,9.241025331789679
-3.36734693877551,15.214205060868982
-3.163265306122449,11.965979603663119
-2.9591836734693877,9.425650924657688
-2.7551020408163263,8.682998129437832
-2.5510204081632653,8.213338055929285
-2.3469387755102042,4.631591951540457
-2.142857142857143,4.520586056512712
-1.9387755102040813,1.9024571087521025
-1.7346938775510203,6.45806091411451
-1.5306122448979593,5.703541510461052
-1.3265306122448979,-0.6840825792256036
-1.1224489795918364,-1.35677188889918
-0.9183673469387754,0.7615821122923272
-0.7142857142857144,3.388457458666339
-0.5102040816326525,-2.9473875097406723
-0.3061224489795915,2.0138570879580358
-0.1020408163265305,-0.9746741732443869
0.1020408163265305,4.282935959440825
0.3061224489795915,3.7274254186313702
0.5102040816326534,2.3347759388841456
0.7142857142857144,2.2065443534319114
0.9183673469387754,1.647362001391007
1.1224489795918373,3.252611202956702
1.3265306122448983,1.2769079624767483
1.5306122448979593,4.036704316078241
1.7346938775510203,-0.6055186785736049
1.9387755102040813,5.640066549106326
2.1428571428571432,5.419815087595529
2.3469387755102042,6.360286740935715
2.5510204081632653,5.409071955703499
2.755102040816327,3.2722163735535874
2.959183673469388,11.410280204325442
3.163265306122449,12.296166677395508
3.36734693877551,10.941239026533587
3.571428571428571,13.389529343167267
3.775510204081632,12.55719200230669
3.979591836734695,16.387318892823526
4.183673469387756,18.445660674428947
4.387755102040817,19.344733558780614
4.591836734693878,16.79452097618729
4.795918367346939,24.61817829675868
5.0,25.924480559911213
